name,owner,language,stargazers_count,forks_count,html_url,open_issues_count,watchers_count,created_at,updated_at,license,homepage
awesome-react-native,jondot,JavaScript,35211,4014,https://github.com/jondot/awesome-react-native,97,35211,2015-03-26T19:58:06Z,2025-07-01T06:37:11Z,,http://www.awesome-react-native.com
Umi-OCR,hiroi-sora,Python,35169,3514,https://github.com/hiroi-sora/Umi-OCR,247,35169,2022-03-28T04:01:46Z,2025-07-01T08:14:23Z,MIT License,
aider,Aider-AI,Python,35043,3215,https://github.com/Aider-AI/aider,1071,35043,2023-05-09T18:57:49Z,2025-07-01T08:04:06Z,Apache License 2.0,https://aider.chat/
hackathon-starter,sahat,JavaScript,35022,8176,https://github.com/sahat/hackathon-starter,11,35022,2013-11-13T17:24:12Z,2025-06-30T21:45:03Z,MIT License,
vim-plug,junegunn,Vim Script,35011,1949,https://github.com/junegunn/vim-plug,82,35011,2013-09-10T14:58:51Z,2025-07-01T06:41:08Z,MIT License,https://junegunn.github.io/vim-plug/
marked,markedjs,TypeScript,34998,3459,https://github.com/markedjs/marked,13,34998,2011-07-24T13:15:51Z,2025-07-01T08:10:14Z,Other,https://marked.js.org
HEU_KMS_Activator,zbezj,,34992,3472,https://github.com/zbezj/HEU_KMS_Activator,156,34992,2019-06-23T00:49:35Z,2025-07-01T08:11:08Z,,
the-way-to-go_ZH_CN,unknwon,Go,34958,8608,https://github.com/unknwon/the-way-to-go_ZH_CN,46,34958,2013-03-24T17:18:38Z,2025-07-01T02:45:15Z,,
glide,bumptech,Java,34907,6163,https://github.com/bumptech/glide,597,34907,2013-07-08T22:52:33Z,2025-06-30T20:29:48Z,Other,https://bumptech.github.io/glide/
spacedrive,spacedriveapp,TypeScript,34898,1073,https://github.com/spacedriveapp/spacedrive,123,34898,2021-09-27T05:09:04Z,2025-07-01T06:20:21Z,GNU Affero General Public License v3.0,https://spacedrive.com
cobalt,imputnet,Svelte,34803,2897,https://github.com/imputnet/cobalt,179,34803,2022-07-08T18:12:55Z,2025-07-01T07:37:24Z,GNU Affero General Public License v3.0,https://cobalt.tools
REKCARC-TSC-UHT,PKUanonym,HTML,34729,7722,https://github.com/PKUanonym/REKCARC-TSC-UHT,2,34729,2019-04-05T03:31:23Z,2025-07-01T05:19:23Z,Creative Commons Attribution Share Alike 4.0 International,https://rekcarc-tsc-uht.readthedocs.io/
awesome-shell,alebcay,,34618,2424,https://github.com/alebcay/awesome-shell,112,34618,2014-07-07T01:57:42Z,2025-07-01T07:21:58Z,Creative Commons Zero v1.0 Universal,
sqlmap,sqlmapproject,Python,34616,5951,https://github.com/sqlmapproject/sqlmap,65,34616,2012-06-26T09:52:15Z,2025-07-01T07:33:30Z,Other,http://sqlmap.org
pytorch-image-models,huggingface,Python,34607,4937,https://github.com/huggingface/pytorch-image-models,74,34607,2019-02-02T05:51:12Z,2025-07-01T07:30:19Z,Apache License 2.0,https://huggingface.co/docs/timm
engineering-blogs,kilimchoi,Ruby,34479,1814,https://github.com/kilimchoi/engineering-blogs,139,34479,2015-06-13T18:25:17Z,2025-07-01T08:15:12Z,,
AgentGPT,reworkd,TypeScript,34447,9448,https://github.com/reworkd/AgentGPT,211,34447,2023-04-07T02:29:19Z,2025-07-01T07:39:22Z,GNU General Public License v3.0,https://agentgpt.reworkd.ai
caffe,BVLC,C++,34441,18623,https://github.com/BVLC/caffe,1177,34441,2013-09-12T18:39:48Z,2025-07-01T01:39:02Z,Other,http://caffe.berkeleyvision.org/
TaskMatrix,chenfei-wu,Python,34436,3287,https://github.com/chenfei-wu/TaskMatrix,257,34436,2023-03-02T09:04:28Z,2025-06-30T08:17:58Z,Other,
data-engineer-handbook,DataExpert-io,Jupyter Notebook,34431,6615,https://github.com/DataExpert-io/data-engineer-handbook,35,34431,2023-11-19T19:47:41Z,2025-07-01T07:52:24Z,,
node-v0.x-archive,nodejs,,34388,7293,https://github.com/nodejs/node-v0.x-archive,0,34388,2009-05-27T16:29:46Z,2025-06-28T18:40:05Z,,
awesome-javascript,sorrycc,,34358,4467,https://github.com/sorrycc/awesome-javascript,19,34358,2014-07-01T15:59:02Z,2025-07-01T07:20:26Z,,
Coursera-ML-AndrewNg-Notes,fengdu78,HTML,34335,10927,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,67,34335,2017-11-04T10:04:08Z,2025-07-01T03:53:45Z,,
leetcode,doocs,Java,34272,9121,https://github.com/doocs/leetcode,0,34272,2018-09-16T14:03:03Z,2025-07-01T04:49:34Z,Creative Commons Attribution Share Alike 4.0 International,https://leetcode.doocs.org
formik,jaredpalmer,TypeScript,34253,2801,https://github.com/jaredpalmer/formik,828,34253,2017-06-14T19:50:59Z,2025-06-30T20:29:38Z,Apache License 2.0,https://formik.org
polars,pola-rs,Rust,34246,2287,https://github.com/pola-rs/polars,2752,34246,2020-05-13T19:45:33Z,2025-07-01T08:16:01Z,Other,https://docs.pola.rs
NewPipe,TeamNewPipe,Java,34222,3217,https://github.com/TeamNewPipe/NewPipe,1233,34222,2015-09-03T23:39:26Z,2025-07-01T08:04:01Z,GNU General Public License v3.0,https://newpipe.net
netty,netty,Java,34210,16118,https://github.com/netty/netty,659,34210,2010-11-09T09:22:21Z,2025-07-01T07:38:37Z,Apache License 2.0,http://netty.io
jieba,fxsjy,Python,34210,6732,https://github.com/fxsjy/jieba,690,34210,2012-09-29T07:52:01Z,2025-07-01T06:21:45Z,MIT License,
gold-miner,xitu,,34174,5042,https://github.com/xitu/gold-miner,9,34174,2015-11-04T03:29:13Z,2025-07-01T06:54:52Z,,https://juejin.cn/tag/掘金翻译计划
clipboard.js,zenorocha,JavaScript,34147,3956,https://github.com/zenorocha/clipboard.js,14,34147,2015-09-18T23:04:55Z,2025-07-01T06:37:04Z,MIT License,https://clipboardjs.com
full-stack-fastapi-template,fastapi,TypeScript,34146,6484,https://github.com/fastapi/full-stack-fastapi-template,217,34146,2019-02-23T15:08:34Z,2025-07-01T08:03:59Z,MIT License,
fastify,fastify,JavaScript,34066,2438,https://github.com/fastify/fastify,115,34066,2016-09-28T19:10:14Z,2025-07-01T08:08:59Z,Other,https://www.fastify.dev
12306,testerSunshine,Python,34051,9758,https://github.com/testerSunshine/12306,281,34051,2017-05-17T12:23:40Z,2025-07-01T04:56:17Z,MIT License,
react-beautiful-dnd,atlassian,JavaScript,33963,2720,https://github.com/atlassian/react-beautiful-dnd,646,33963,2017-08-09T03:37:15Z,2025-07-01T02:33:14Z,Other,https://react-beautiful-dnd.netlify.app
solid,solidjs,TypeScript,33859,974,https://github.com/solidjs/solid,131,33859,2018-04-24T16:36:27Z,2025-07-01T07:42:42Z,MIT License,https://solidjs.com
Free-Certifications,cloudcommunity,,33856,2409,https://github.com/cloudcommunity/Free-Certifications,47,33856,2020-07-31T10:26:19Z,2025-07-01T06:50:39Z,MIT License,https://free-certifications.com
LLM101n,karpathy,,33852,1842,https://github.com/karpathy/LLM101n,19,33852,2024-05-27T00:23:38Z,2025-07-01T07:00:44Z,,
jan,menloresearch,TypeScript,33810,1969,https://github.com/menloresearch/jan,225,33810,2023-08-17T02:17:10Z,2025-07-01T07:57:59Z,Apache License 2.0,https://jan.ai/
spring-boot-demo,xkcoding,Java,33767,10980,https://github.com/xkcoding/spring-boot-demo,141,33767,2017-11-10T06:27:29Z,2025-07-01T07:34:20Z,MIT License,https://parg.co/UZM
framework,laravel,PHP,33762,11428,https://github.com/laravel/framework,99,33762,2013-01-10T21:27:28Z,2025-07-01T06:54:03Z,MIT License,https://laravel.com
husky,typicode,JavaScript,33726,1058,https://github.com/typicode/husky,89,33726,2014-06-23T12:14:21Z,2025-07-01T07:21:15Z,MIT License,https://typicode.github.io/husky
shadowsocks,shadowsocks,Python,33628,18442,https://github.com/shadowsocks/shadowsocks,449,33628,2012-04-20T13:10:49Z,2025-06-30T20:29:42Z,,
puter,HeyPuter,JavaScript,33624,2523,https://github.com/HeyPuter/puter,185,33624,2024-03-03T01:44:32Z,2025-07-01T04:39:30Z,GNU Affero General Public License v3.0,https://puter.com
linux-command,jaywcjlove,Markdown,33596,6387,https://github.com/jaywcjlove/linux-command,82,33596,2016-11-12T15:44:26Z,2025-07-01T03:47:35Z,MIT License,https://jaywcjlove.github.io/linux-command
AndroidUtilCode,Blankj,Java,33595,10709,https://github.com/Blankj/AndroidUtilCode,321,33595,2016-07-30T18:18:32Z,2025-07-01T07:48:29Z,Apache License 2.0,https://blankj.com/2016/07/31/android-utils-code/
LocalAI,mudler,Go,33590,2596,https://github.com/mudler/LocalAI,479,33590,2023-03-18T22:58:02Z,2025-07-01T08:03:28Z,MIT License,https://localai.io
desktop,zen-browser,C++,33589,942,https://github.com/zen-browser/desktop,437,33589,2024-03-28T00:05:55Z,2025-07-01T08:04:01Z,Mozilla Public License 2.0,https://zen-browser.app
crewAI,crewAIInc,Python,33587,4512,https://github.com/crewAIInc/crewAI,113,33587,2023-10-27T03:26:59Z,2025-07-01T08:04:08Z,MIT License,https://crewai.com
LeetCode-Go,halfrost,Go,33564,5774,https://github.com/halfrost/LeetCode-Go,21,33564,2017-07-18T00:06:14Z,2025-07-01T07:59:07Z,MIT License,https://books.halfrost.com/leetcode
AFNetworking,AFNetworking,Objective-C,33503,10480,https://github.com/AFNetworking/AFNetworking,102,33503,2011-05-31T21:28:44Z,2025-06-30T23:03:30Z,MIT License,http://afnetworking.com
easyexcel,alibaba,Java,33477,7644,https://github.com/alibaba/easyexcel,563,33477,2018-02-06T03:14:08Z,2025-07-01T07:53:12Z,Apache License 2.0,https://easyexcel.opensource.alibaba.com
portainer,portainer,TypeScript,33461,2609,https://github.com/portainer/portainer,770,33461,2016-05-19T20:15:28Z,2025-07-01T07:24:26Z,zlib License,https://www.portainer.io
HowToLiveLonger,geekan,,33441,2299,https://github.com/geekan/HowToLiveLonger,33,33441,2022-04-16T04:15:18Z,2025-07-01T07:43:23Z,The Unlicense,
zxing,zxing,Java,33408,9410,https://github.com/zxing/zxing,6,33408,2011-10-12T14:07:27Z,2025-07-01T02:58:01Z,Apache License 2.0,
poetry,python-poetry,Python,33391,2351,https://github.com/python-poetry/poetry,572,33391,2018-02-28T15:23:47Z,2025-07-01T05:19:33Z,MIT License,https://python-poetry.org
JavaScript,TheAlgorithms,JavaScript,33341,5711,https://github.com/TheAlgorithms/JavaScript,124,33341,2017-07-13T06:12:33Z,2025-07-01T05:39:58Z,GNU General Public License v3.0,https://the-algorithms.com/language/javascript
Python,geekcomputers,Python,33337,12559,https://github.com/geekcomputers/Python,425,33337,2011-11-30T09:04:08Z,2025-06-30T22:50:34Z,MIT License,http://www.thegeekblog.co.uk
RevokeMsgPatcher,huiyadanli,C#,33292,3700,https://github.com/huiyadanli/RevokeMsgPatcher,92,33292,2019-07-21T15:12:52Z,2025-07-01T08:14:07Z,GNU General Public License v3.0,
zsh-autosuggestions,zsh-users,Shell,33288,1899,https://github.com/zsh-users/zsh-autosuggestions,184,33288,2013-10-26T16:09:37Z,2025-07-01T07:23:58Z,MIT License,
docling,docling-project,Python,33269,2184,https://github.com/docling-project/docling,409,33269,2024-07-09T07:50:26Z,2025-07-01T08:16:30Z,MIT License,https://docling-project.github.io/docling
XX-Net,XX-net,Python,33268,7646,https://github.com/XX-net/XX-Net,7916,33268,2015-01-15T09:35:51Z,2025-07-01T04:48:17Z,,
llvm-project,llvm,LLVM,33265,14347,https://github.com/llvm/llvm-project,30462,33265,2016-12-07T09:39:33Z,2025-07-01T07:48:28Z,Other,http://llvm.org
manim,ManimCommunity,Python,33242,2329,https://github.com/ManimCommunity/manim,544,33242,2020-05-19T02:37:13Z,2025-07-01T08:14:50Z,MIT License,https://www.manim.community
brackets,adobe,JavaScript,33186,7579,https://github.com/adobe/brackets,2781,33186,2011-12-07T21:14:40Z,2025-06-30T21:43:05Z,MIT License,http://brackets.io
mindsdb,mindsdb,Python,33082,5423,https://github.com/mindsdb/mindsdb,211,33082,2018-08-02T17:56:45Z,2025-07-01T07:46:32Z,Other,https://mindsdb.com
gulp,gulpjs,JavaScript,33071,4215,https://github.com/gulpjs/gulp,33,33071,2013-07-04T05:26:06Z,2025-07-01T05:45:31Z,MIT License,https://gulpjs.com
immutable-js,immutable-js,TypeScript,33048,1774,https://github.com/immutable-js/immutable-js,111,33048,2014-07-02T06:02:29Z,2025-06-30T22:44:55Z,MIT License,https://immutable-js.com
gpt-pilot,Pythagora-io,Python,33039,3375,https://github.com/Pythagora-io/gpt-pilot,243,33039,2023-08-16T11:56:07Z,2025-07-01T07:49:39Z,Other,
awesome-deepseek-integration,deepseek-ai,,33001,3654,https://github.com/deepseek-ai/awesome-deepseek-integration,137,33001,2024-01-11T02:43:17Z,2025-07-01T03:05:59Z,Creative Commons Zero v1.0 Universal,
nps,ehang-io,Go,32988,5939,https://github.com/ehang-io/nps,519,32988,2018-11-04T13:22:51Z,2025-07-01T07:30:01Z,GNU General Public License v3.0,https://ehang.io/nps/documents
carbon-lang,carbon-language,C++,32979,1496,https://github.com/carbon-language/carbon-lang,163,32979,2020-04-27T21:45:16Z,2025-07-01T04:25:28Z,Other,http://docs.carbon-lang.dev/
mattermost,mattermost,TypeScript,32964,7828,https://github.com/mattermost/mattermost,964,32964,2015-06-15T06:50:02Z,2025-07-01T07:44:22Z,Other,https://mattermost.com
ijkplayer,bilibili,C,32952,8201,https://github.com/bilibili/ijkplayer,2885,32952,2013-06-03T04:12:04Z,2025-07-01T07:56:53Z,GNU General Public License v2.0,
harness,harness,Go,32922,2841,https://github.com/harness/harness,74,32922,2014-02-07T07:54:44Z,2025-07-01T08:13:45Z,Apache License 2.0,https://www.harness.io/open-source
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,JavaScript,32912,5714,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,9,32912,2015-03-28T16:52:40Z,2025-07-01T07:23:53Z,MIT License,
ShareX,ShareX,C#,32895,3412,https://github.com/ShareX/ShareX,527,32895,2013-10-08T23:32:10Z,2025-07-01T07:01:08Z,GNU General Public License v3.0,https://getsharex.com
OpenVoice,myshell-ai,Python,32806,3441,https://github.com/myshell-ai/OpenVoice,263,32806,2023-11-29T12:17:01Z,2025-07-01T07:39:24Z,MIT License,https://research.myshell.ai/open-voice
awesome-docker,veggiemonk,,32797,3103,https://github.com/veggiemonk/awesome-docker,4,32797,2014-09-21T17:01:48Z,2025-07-01T08:13:45Z,Apache License 2.0,https://awesome-docker.netlify.app
ShadowsocksX-NG,shadowsocks,Swift,32788,7906,https://github.com/shadowsocks/ShadowsocksX-NG,312,32788,2016-06-10T11:49:00Z,2025-07-01T06:46:21Z,GNU General Public License v3.0,
bubbletea,charmbracelet,Go,32746,929,https://github.com/charmbracelet/bubbletea,120,32746,2020-01-10T21:04:03Z,2025-07-01T07:34:28Z,MIT License,
aseprite,aseprite,C++,32716,7163,https://github.com/aseprite/aseprite,1808,32716,2014-08-19T23:44:50Z,2025-07-01T06:35:19Z,,https://www.aseprite.org
vault,hashicorp,Go,32688,4385,https://github.com/hashicorp/vault,1391,32688,2015-02-25T00:15:59Z,2025-07-01T04:08:16Z,Other,https://developer.hashicorp.com/vault
openpose,CMU-Perceptual-Computing-Lab,C++,32684,7979,https://github.com/CMU-Perceptual-Computing-Lab/openpose,355,32684,2017-04-24T14:06:31Z,2025-07-01T02:56:02Z,Other,https://cmu-perceptual-computing-lab.github.io/openpose
awesome-awesomeness,bayandin,Ruby,32680,3579,https://github.com/bayandin/awesome-awesomeness,41,32680,2014-07-08T05:44:19Z,2025-07-01T06:09:24Z,,
outline,outline,TypeScript,32679,2667,https://github.com/outline/outline,113,32679,2016-05-22T21:31:47Z,2025-07-01T07:54:59Z,Other,https://www.getoutline.com
selenium,SeleniumHQ,Java,32667,8486,https://github.com/SeleniumHQ/selenium,256,32667,2013-01-14T21:40:56Z,2025-07-01T04:29:43Z,Apache License 2.0,https://selenium.dev
jax,jax-ml,Python,32660,3076,https://github.com/jax-ml/jax,2121,32660,2018-10-25T21:25:02Z,2025-07-01T08:08:54Z,Apache License 2.0,https://docs.jax.dev
ControlNet,lllyasviel,Python,32640,2915,https://github.com/lllyasviel/ControlNet,450,32640,2023-02-01T02:43:30Z,2025-07-01T05:26:09Z,Apache License 2.0,
AnotherRedisDesktopManager,qishibo,JavaScript,32571,2658,https://github.com/qishibo/AnotherRedisDesktopManager,144,32571,2019-01-08T06:01:56Z,2025-07-01T06:48:03Z,MIT License,
ghostty,ghostty-org,Zig,32514,903,https://github.com/ghostty-org/ghostty,170,32514,2022-03-29T17:38:26Z,2025-07-01T07:57:53Z,MIT License,https://ghostty.org
twenty,twentyhq,TypeScript,32406,3592,https://github.com/twentyhq/twenty,235,32406,2022-12-01T13:04:40Z,2025-07-01T08:16:26Z,Other,https://twenty.com
swc,swc-project,Rust,32402,1315,https://github.com/swc-project/swc,424,32402,2017-12-22T11:40:14Z,2025-07-01T06:23:26Z,Apache License 2.0,https://swc.rs
certbot,certbot,Python,32291,3433,https://github.com/certbot/certbot,180,32291,2014-11-12T02:52:20Z,2025-07-01T02:25:02Z,Other,
libpku,lib-pku,TeX,32281,8291,https://github.com/lib-pku/libpku,15,32281,2018-11-22T13:33:06Z,2025-07-01T08:06:51Z,,https://lib-pku.github.io/
material-design-lite,google,HTML,32278,4983,https://github.com/google/material-design-lite,424,32278,2015-01-14T22:01:33Z,2025-06-30T23:02:21Z,Apache License 2.0,https://getmdl.io
detectron2,facebookresearch,Python,32258,7714,https://github.com/facebookresearch/detectron2,569,32258,2019-09-05T21:30:20Z,2025-07-01T07:38:31Z,Apache License 2.0,https://detectron2.readthedocs.io/en/latest/
C-Plus-Plus,TheAlgorithms,C++,32223,7412,https://github.com/TheAlgorithms/C-Plus-Plus,32,32223,2016-07-16T10:19:45Z,2025-07-01T07:37:20Z,MIT License,https://thealgorithms.github.io/C-Plus-Plus
stats,exelban,Swift,32214,1024,https://github.com/exelban/stats,29,32214,2019-05-29T19:24:56Z,2025-07-01T07:16:43Z,MIT License,https://mac-stats.com
beego,beego,Go,32129,5635,https://github.com/beego/beego,16,32129,2012-02-29T02:32:08Z,2025-06-30T20:27:30Z,Other,
modern-unix,ibraheemdev,,32090,803,https://github.com/ibraheemdev/modern-unix,66,32090,2021-01-12T00:50:14Z,2025-07-01T08:01:09Z,,
my-tv,lizongying,C,32077,3582,https://github.com/lizongying/my-tv,146,32077,2023-12-04T12:18:39Z,2025-07-01T07:45:29Z,,https://lyrics.run/my-tv.html
run,The-Run-Philosophy-Organization,,32062,2611,https://github.com/The-Run-Philosophy-Organization/run,43,32062,2022-04-10T05:42:40Z,2025-06-30T23:34:09Z,Creative Commons Attribution Share Alike 4.0 International,
Reactive-Resume,AmruthPillai,TypeScript,32034,3357,https://github.com/AmruthPillai/Reactive-Resume,326,32034,2020-03-25T14:08:22Z,2025-07-01T07:15:14Z,MIT License,https://rxresu.me
jq,jqlang,C,32031,1641,https://github.com/jqlang/jq,431,32031,2012-07-18T19:57:25Z,2025-07-01T08:02:03Z,Other,https://jqlang.org
pnpm,pnpm,TypeScript,31994,1156,https://github.com/pnpm/pnpm,1888,31994,2016-01-28T07:40:43Z,2025-07-01T07:06:04Z,MIT License,https://pnpm.io
lossless-cut,mifi,TypeScript,31971,1505,https://github.com/mifi/lossless-cut,205,31971,2016-10-30T10:49:56Z,2025-07-01T06:56:23Z,GNU General Public License v2.0,https://losslesscut.app/
serenity,SerenityOS,C++,31953,3253,https://github.com/SerenityOS/serenity,735,31953,2018-12-02T19:28:41Z,2025-07-01T07:27:31Z,"BSD 2-Clause ""Simplified"" License",https://serenityos.org
chatgpt-web,Chanzhaoyu,Vue,31950,11166,https://github.com/Chanzhaoyu/chatgpt-web,1,31950,2023-02-09T03:21:37Z,2025-06-30T11:52:08Z,MIT License,
rufus,pbatard,C,31900,2759,https://github.com/pbatard/rufus,8,31900,2011-11-19T19:12:05Z,2025-07-01T06:55:31Z,GNU General Public License v3.0,https://rufus.ie
Fabric,danielmiessler,JavaScript,31892,3313,https://github.com/danielmiessler/Fabric,201,31892,2024-01-03T23:18:31Z,2025-07-01T08:10:34Z,MIT License,https://danielmiessler.com/p/fabric-origin-story
remote-jobs,remoteintech,JavaScript,31890,3347,https://github.com/remoteintech/remote-jobs,51,31890,2015-10-13T03:49:25Z,2025-07-01T05:45:59Z,Creative Commons Zero v1.0 Universal,https://remoteintech.company/?utm_campaign=GitHub+bio&utm_source=github&utm_medium=bio&utm_content=textlink
ruoyi-vue-pro,YunaiV,Java,31877,6860,https://github.com/YunaiV/ruoyi-vue-pro,34,31877,2021-01-24T03:18:25Z,2025-07-01T08:12:53Z,MIT License,https://doc.iocoder.cn/
shardeum,shardeum,TypeScript,31860,688,https://github.com/shardeum/shardeum,81,31860,2024-04-16T22:37:25Z,2025-06-30T19:49:44Z,MIT License,https://shardeum.org/
spaCy,explosion,Python,31859,4526,https://github.com/explosion/spaCy,187,31859,2014-07-03T15:15:40Z,2025-07-01T06:28:21Z,MIT License,https://spacy.io
bulletproof-react,alan2207,TypeScript,31853,2892,https://github.com/alan2207/bulletproof-react,44,31853,2021-05-30T14:47:16Z,2025-07-01T08:02:40Z,MIT License,
learnGitBranching,pcottle,JavaScript,31835,5847,https://github.com/pcottle/learnGitBranching,47,31835,2012-08-13T22:36:09Z,2025-07-01T08:00:03Z,MIT License,https://pcottle.github.io/learnGitBranching/
qBittorrent,qbittorrent,C++,31823,4268,https://github.com/qbittorrent/qBittorrent,2341,31823,2012-02-04T09:37:46Z,2025-07-01T07:28:31Z,Other,https://www.qbittorrent.org
android-open-project,Trinea,,31762,11903,https://github.com/Trinea/android-open-project,28,31762,2014-01-05T15:20:15Z,2025-07-01T05:39:38Z,Apache License 2.0,https://p.codekk.com/
yew,yewstack,Rust,31715,1441,https://github.com/yewstack/yew,154,31715,2017-12-16T14:19:02Z,2025-07-01T07:09:46Z,Apache License 2.0,https://yew.rs
CyberChef,gchq,JavaScript,31707,3565,https://github.com/gchq/CyberChef,517,31707,2016-11-28T10:34:07Z,2025-07-01T07:24:59Z,Apache License 2.0,https://gchq.github.io/CyberChef
awesome-php,ziadoz,,31700,5121,https://github.com/ziadoz/awesome-php,66,31700,2013-11-26T03:14:19Z,2025-07-01T07:42:18Z,Do What The F*ck You Want To Public License,
nacos,alibaba,Java,31691,13072,https://github.com/alibaba/nacos,287,31691,2018-06-15T06:49:27Z,2025-07-01T08:13:48Z,Apache License 2.0,https://nacos.io
chatbot-ui,mckaywrigley,TypeScript,31660,9078,https://github.com/mckaywrigley/chatbot-ui,217,31660,2023-03-11T14:53:14Z,2025-07-01T05:59:31Z,MIT License,https://JoinTakeoff.com
swr,vercel,TypeScript,31624,1273,https://github.com/vercel/swr,170,31624,2019-10-28T18:16:01Z,2025-07-01T08:13:16Z,MIT License,https://swr.vercel.app
etcher,balena-io,TypeScript,31616,2238,https://github.com/balena-io/etcher,576,31616,2015-10-27T16:53:23Z,2025-07-01T07:09:21Z,Apache License 2.0,https://etcher.io/
tabby,TabbyML,Rust,31601,1514,https://github.com/TabbyML/tabby,242,31601,2023-03-16T09:18:01Z,2025-07-01T06:43:02Z,Other,https://tabbyml.com
data-engineering-zoomcamp,DataTalksClub,Jupyter Notebook,31598,6709,https://github.com/DataTalksClub/data-engineering-zoomcamp,5,31598,2021-10-21T09:32:50Z,2025-07-01T07:18:02Z,,
fairseq,facebookresearch,Python,31591,6551,https://github.com/facebookresearch/fairseq,1334,31591,2017-08-29T16:26:12Z,2025-07-01T08:08:45Z,MIT License,
graphql-engine,hasura,TypeScript,31587,2807,https://github.com/hasura/graphql-engine,2370,31587,2018-06-18T07:57:36Z,2025-06-30T22:44:32Z,Apache License 2.0,https://hasura.io
Real-ESRGAN,xinntao,Python,31534,3939,https://github.com/xinntao/Real-ESRGAN,596,31534,2021-07-19T03:23:30Z,2025-07-01T08:05:26Z,"BSD 3-Clause ""New"" or ""Revised"" License",
refine,refinedev,TypeScript,31428,2553,https://github.com/refinedev/refine,35,31428,2021-01-20T12:01:32Z,2025-07-01T07:38:06Z,MIT License,https://refine.dev
pytorch-tutorial,yunjey,Python,31426,8221,https://github.com/yunjey/pytorch-tutorial,89,31426,2017-03-10T07:41:47Z,2025-07-01T02:34:43Z,MIT License,
cursor-free-vip,yeongpin,Python,31423,3944,https://github.com/yeongpin/cursor-free-vip,488,31423,2025-01-11T08:14:22Z,2025-07-01T08:15:15Z,Other,https://www.cursor.com/
WxJava,binarywang,Java,31400,8897,https://github.com/binarywang/WxJava,61,31400,2016-01-06T08:24:05Z,2025-07-01T07:34:38Z,Apache License 2.0,
remix,remix-run,TypeScript,31395,2661,https://github.com/remix-run/remix,2,31395,2020-10-26T19:57:28Z,2025-07-01T03:44:45Z,MIT License,https://remix.run
v2ray-core,v2fly,Go,31367,4838,https://github.com/v2fly/v2ray-core,32,31367,2019-04-15T10:05:54Z,2025-07-01T07:59:57Z,MIT License,https://v2fly.org
html2canvas,niklasvh,TypeScript,31345,4872,https://github.com/niklasvh/html2canvas,1029,31345,2011-07-16T01:05:58Z,2025-07-01T08:09:36Z,MIT License,https://html2canvas.hertzen.com/
rxjs,ReactiveX,TypeScript,31344,3005,https://github.com/ReactiveX/rxjs,274,31344,2015-03-15T06:17:10Z,2025-07-01T07:55:21Z,Apache License 2.0,https://rxjs.dev
floating-ui,floating-ui,TypeScript,31338,1639,https://github.com/floating-ui/floating-ui,28,31338,2016-03-29T17:00:47Z,2025-07-01T06:41:17Z,MIT License,https://floating-ui.com
go-zero,zeromicro,Go,31330,4152,https://github.com/zeromicro/go-zero,359,31330,2020-08-07T15:37:57Z,2025-07-01T07:49:14Z,MIT License,https://go-zero.dev
vimrc,amix,Vim Script,31320,7313,https://github.com/amix/vimrc,17,31320,2012-05-29T16:19:29Z,2025-07-01T05:40:16Z,MIT License,
MS-DOS,microsoft,Assembly,31276,4467,https://github.com/microsoft/MS-DOS,3,31276,2018-06-25T18:26:02Z,2025-06-30T18:14:24Z,MIT License,https://en.wikipedia.org/wiki/MS-DOS
mmdetection,open-mmlab,Python,31256,9687,https://github.com/open-mmlab/mmdetection,1920,31256,2018-08-22T07:06:06Z,2025-07-01T08:03:50Z,Apache License 2.0,https://mmdetection.readthedocs.io
lottie-web,airbnb,JavaScript,31235,2913,https://github.com/airbnb/lottie-web,829,31235,2015-02-20T21:02:59Z,2025-07-01T07:08:22Z,MIT License,
echo,labstack,Go,31213,2279,https://github.com/labstack/echo,105,31213,2015-03-01T17:43:01Z,2025-07-01T04:26:47Z,MIT License,https://echo.labstack.com
tiptap,ueberdosis,TypeScript,31209,2547,https://github.com/ueberdosis/tiptap,657,31209,2018-08-20T19:58:58Z,2025-07-01T07:46:47Z,MIT License,https://tiptap.dev
awesome-cto,kuchin,,31182,1913,https://github.com/kuchin/awesome-cto,0,31182,2016-12-16T19:22:18Z,2025-07-01T07:15:53Z,Creative Commons Zero v1.0 Universal,
YesPlayMusic,qier222,Vue,31159,4562,https://github.com/qier222/YesPlayMusic,604,31159,2020-10-09T10:04:21Z,2025-07-01T06:37:58Z,MIT License,https://music.qier222.com
mpv,mpv-player,C,31127,3052,https://github.com/mpv-player/mpv,1009,31127,2012-10-13T08:08:44Z,2025-07-01T08:11:26Z,Other,https://mpv.io
cockroach,cockroachdb,Go,31034,3926,https://github.com/cockroachdb/cockroach,7341,31034,2014-02-06T00:18:47Z,2025-07-01T07:41:19Z,Other,https://www.cockroachlabs.com
Blog,mqyqingfeng,,31019,4693,https://github.com/mqyqingfeng/Blog,266,31019,2017-03-13T10:04:33Z,2025-07-01T06:00:27Z,,
directus,directus,TypeScript,31015,4250,https://github.com/directus/directus,320,31015,2012-12-12T01:35:36Z,2025-06-30T23:28:39Z,Other,https://directus.io
